은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 4개 ,"관광 장소보다는 거주지에 가까운 한옥마을이에요. 편의점과 카페 몇 곳 있고 전시관도 세 곳 정도 본 거 같아요. 다른 한옥마을에 비해서 볼거리는 많지 않지만, 전시 질도 좋은 거 같고 한복 입고 가면 정말 예쁠 거 같은데 아쉽게도 주변에 한복 대여점은 없는 거 같았어요."
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,사람들이 너무 많아 놀랐습니다.바로 옆에 진관사가 있어서 산책 삼아 다녀왔습니다.도싱 끝자락에 이런 명소가 있다니..날씨가 좋아 더 좋았던 날로 기억합니다.
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 3개 ,한옥이 깔끔하게 지어져 있었습니다주변 거리가 깨끗하고 관리가 잘되는것 같습니다
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,"관광객들로 넘쳐나는전주, 북촌, 서촌 등과 다르게조용하고 한적했습니다…"
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,광고촬영차 처음 방문주차장에 주차를하고 촬영장소로 가기전 카페에서 이곳저곳을 둘러보니 운치있고 경관이 아름다웠다촬영장소인 주택을 방문하여 실내에서 바라다보이는 풍광이 서정적이고 평화로움이  깃들어있었다…
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 4개 ,북한산 아래 공기좋은곳에 아름다운 한옥들이있어서 정말좋아요!북한산 봉우리들을 바라보면서 차한잔하기좋습니다
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 4개 ,"서울 안에 이런 한적하면서 운치 있는 곳이 있다니 좋네요.산책 삼아 진관사의 노송을 감상하고 내려오는 길에 계곡으로 걸으며 숲길을 산책 하며 더위도 식히고, 계곡 옆에 위치한 식당에서 계곡을 바라보며 간단하게 즐기는 오후."
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,정말 좋았어요. 날씨도 좋고 여유 있게 계절을 만끽했습니다
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,"북한산뷰, 널찍한 골목길고목과 잘 가꾸어진 습지살고싶은 동네임"
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,주말 평온한 마음의 휴식처마을길 걷다보면 마음이 평온해 집니다
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 3개 ,한옥들이 참 이쁘네요. 주말은 사람많고 주차하기 어려운 부분은 감수하시고 오셔야해요
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,진짜 돈벌면 꼭 여기로 이사가고 싶다곤 느끼지만불법주차와 관광객이 많이서 낮잠자긴 글렀겠다 싶음.…
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,정말정말 멋진곳입니다집값이 비싸고 북한산뷰 공기 좋은곳입니다
은평구,은평한옥마을,4.0,https://lh5.googleusercontent.com/p/AF1QipNs_t31bU9PmDJdX4VjzSHOB7LW_s_wx41Ub086=w408-h306-k-no,서울특별시 은평구 진관동 127-25, 별표 5개 ,추석 명절 마지막날 아이들 한복 입혀 찾은 은평한옥마을.. 어느 방향에서 찍어도 모두 인생샷^^ 참 좋았답니다.
